Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Reason),Custom field (Request Type),Custom field (Score),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Team Id,Team Name,Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent summary,Status Category,Status Category Changed
MR06 - Check create request - confirm the end time must be selected,N1NJS1804-209,10548,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,,,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,29/Jun/24 12:08 AM,29/Jun/24 10:19 AM,19/Jul/24 9:41 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,N1NJS1804-119,,,,,,,29/Jun/24 12:04 AM;712020:3ecca1b3-f181-406d-8df5-a0905574eb74;image-20240628-170446.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10099,29/Jun/24 12:08 AM;712020:3ecca1b3-f181-406d-8df5-a0905574eb74;image-20240628-170840.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10098,,,,,,'Thời gian kết thúc là bắt buộc' and the form cannot be submitted,,,,,,{},,N1NJS1804-2,Manage Request,,,'Thời gian kết thúc là bắt buộc' and the form cannot be submitted,,,,,0|i000ly:r,,,,,Set Up,,,,,,,,,Unit,"1: Enter all required fields except the end time
2:Submit the form",Pass,,,,,10001,Manage Request,To Do,29/Jun/24 12:08 AM
MR04 - Check create request - confirm the start time must be selected,N1NJS1804-208,10547,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,,,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,28/Jun/24 11:54 PM,29/Jun/24 10:44 AM,19/Jul/24 9:41 PM,,,0,h1. the start time must be choose,,,,,,,,,,,,,,,,,,,,,,,,N1NJS1804-119,,,,,,,29/Jun/24 10:44 AM;712020:3ecca1b3-f181-406d-8df5-a0905574eb74;image-20240629-034422.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10117,,,,,,,'Thời gian bắt đầu là bắt buộc',,,,,,{},,N1NJS1804-2,Manage Request,,,'Thời gian bắt đầu là bắt buộc',,,,,0|i000ly:i,,,,,Set Up,,,,,,,,,,"1: Enter all required fields except the start time
2: submit the form",Pass,,,,,10001,Manage Request,To Do,28/Jun/24 11:54 PM
MR03 - Check create request - weekly table cannot be ignor,N1NJS1804-207,10546,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,,,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,28/Jun/24 11:40 PM,29/Jun/24 10:23 AM,19/Jul/24 9:41 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,N1NJS1804-119,,,,,,,28/Jun/24 11:39 PM;712020:3ecca1b3-f181-406d-8df5-a0905574eb74;image-20240628-163945.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10097,28/Jun/24 11:40 PM;712020:3ecca1b3-f181-406d-8df5-a0905574eb74;image-20240628-163957.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10096,,,,,,'Chọn buổi học là bắt buộc',,,,,,{},,N1NJS1804-2,Manage Request,,,'Chọn buổi học là bắt buộc',,,,,0|i000ly:9,,,,,Set Up,,,,,,,,,Unit,"1: Ignored not tick the box to choose table weekly
2: Submit form with all the other fields but table weekly",Pass,,,,,10001,Manage Request,To Do,28/Jun/24 11:40 PM
MR02 - Check create request - Check price cannot be blank,N1NJS1804-206,10545,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,,,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,28/Jun/24 11:09 PM,29/Jun/24 10:57 AM,19/Jul/24 9:41 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,N1NJS1804-119,,,,,,,28/Jun/24 11:18 PM;712020:3ecca1b3-f181-406d-8df5-a0905574eb74;image-20240628-161843.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10091,28/Jun/24 11:19 PM;712020:3ecca1b3-f181-406d-8df5-a0905574eb74;image-20240628-161949.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10094,28/Jun/24 11:29 PM;712020:3ecca1b3-f181-406d-8df5-a0905574eb74;image-20240628-162920.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10095,,,,,"price must be a `number` type, but the final value was: `NaN` (cast from the value `""""`).",,,,,,{},,N1NJS1804-2,Manage Request,,,'Giá là bắt buộc',,,,,0|i000ly:,,,,,Set Up,,,,,,,,,Unit,"1: Not Input the price
2: Form all others filed",Fail,,,,,10001,Manage Request,To Do,28/Jun/24 11:09 PM
MR01 - Check create request - Check incorrect subject,N1NJS1804-205,10544,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,,,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,28/Jun/24 7:00 PM,29/Jun/24 10:08 AM,19/Jul/24 9:41 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,N1NJS1804-119,,,,,,,28/Jun/24 7:21 PM;712020:3ecca1b3-f181-406d-8df5-a0905574eb74;mon1.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10088,28/Jun/24 7:21 PM;712020:3ecca1b3-f181-406d-8df5-a0905574eb74;mon2.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10090,28/Jun/24 7:21 PM;712020:3ecca1b3-f181-406d-8df5-a0905574eb74;mon3.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10089,,,,,'Môn học là bắt buộc',,,,,,{},,N1NJS1804-2,Manage Request,,,'Môn học là bắt buộc',,,,,0|i000lx:,,,,,Set Up,,,,,,,,,Unit,"1:  None Choose subject
2: Submit form",Pass,,,,,10001,Manage Request,To Do,28/Jun/24 7:00 PM
MU07 - Edit Profile - Submit Successfully,N1NJS1804-204,10543,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,28/Jun/24 3:32 PM,13/Jul/24 10:13 AM,19/Jul/24 9:41 PM,,,0,"Step 1: Nhập thông tin hợp lệ vào các trường 

Step 2: Bấm lưu",,,,,,,,,,,,,,,,,,,,,,,,N1NJS1804-194,,,,,,,28/Jun/24 3:31 PM;712020:48b45bd8-7be5-4939-be5d-de0730b29b37;image-20240628-083135.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10086,,,,,,,"Message: ""Profile updated successfully!""",,,,,,{},,N1NJS1804-1,Manage User,,,"Message: ""Profile updated successfully!""",,,,,0|i000ym:z,,,,,Bussiness Flow,,,,,,,a64eec8d-d097-4e16-b922-2bcf99c42580,N1NJS1804,Unit,"Step 1: Nhập thông tin hợp lệ vào các trường 

Step 2: Bấm lưu",Pass,,,,,10000,Manage User,To Do,28/Jun/24 3:32 PM
MU06 - Edit Profile - Upload Avatar in jpg and png format,N1NJS1804-203,10542,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,28/Jun/24 3:28 PM,13/Jul/24 10:20 AM,19/Jul/24 9:41 PM,,,0,"Step 1: Chọn vào trường “Chọn ảnh“

Step 2: Chọn 1 file ảnh.pgn

Step 3: Upload ảnh lên

Step 4: Bấm lưu",,,,,,,,,,,,,,,,,,,,,,,,N1NJS1804-194,,,,,,,28/Jun/24 3:27 PM;712020:48b45bd8-7be5-4939-be5d-de0730b29b37;image-20240628-082727.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10085,,,,,,,Ảnh đã chọn được upload lên,,,,,,{},,N1NJS1804-1,Manage User,,,Ảnh đã chọn được upload lên,,,,,0|i000wb:,,,,,Set Up,,,,,,,a64eec8d-d097-4e16-b922-2bcf99c42580,N1NJS1804,Unit,"Step 1: Chọn vào trường “Chọn ảnh“

Step 2: Chọn 1 file ảnh.pgn

Step 3: Upload ảnh lên

Step 4: Bấm lưu",Pass,,,,,10000,Manage User,To Do,28/Jun/24 3:28 PM
MU05 - Edit Profile - Date Of Birth cannot be selected in the future,N1NJS1804-202,10541,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,28/Jun/24 3:22 PM,13/Jul/24 10:13 AM,19/Jul/24 9:41 PM,,,0,"Step 1: chọn vào trường “Ngày sinh“

Step 2: Chọn ngày, tháng. nằm trong tương lai

Step 3: Bấm lưu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/Jun/24 3:21 PM;712020:48b45bd8-7be5-4939-be5d-de0730b29b37;image-20240628-082144.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10084,,,,,,,"Message: ""Hãy chọn một ngày trong quá khứ""",,,,,,{},,N1NJS1804-1,Manage User,,,"Message: ""Hãy chọn một ngày trong quá khứ""",,,,,0|i000ym:x,,,,,Bussiness Flow,,,,,,,a64eec8d-d097-4e16-b922-2bcf99c42580,N1NJS1804,Unit,"Step 1: chọn vào trường “Ngày sinh“

Step 2: Chọn ngày, tháng. nằm trong tương lai

Step 3: Bấm lưu",Pass,,,,,10000,Manage User,To Do,28/Jun/24 3:22 PM
MU04 - Edit Profile - Phone Number field cannot be blank,N1NJS1804-201,10540,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,28/Jun/24 3:19 PM,13/Jul/24 10:13 AM,19/Jul/24 9:41 PM,,,0,"Step 1: chọn vào trường “Số điện thoại“

Step 2: Bỏ trống

Step 3: Bấm lưu",,,,,,,,,,,,,,,,,,,,,,,,N1NJS1804-194,,,,,,,28/Jun/24 3:18 PM;712020:48b45bd8-7be5-4939-be5d-de0730b29b37;image-20240628-081807.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10083,,,,,,,Không hiển thị thông báo ,,,,,,{},,N1NJS1804-1,Manage User,,,"Message: ""Số điện thoại không được bỏ trống""",,,,,0|i000ym:v,,,,,Bussiness Flow,,,,,,,a64eec8d-d097-4e16-b922-2bcf99c42580,N1NJS1804,Unit,"Step 1: chọn vào trường “Số điện thoại“

Step 2: Bỏ trống

Step 3: Bấm lưu",Fail,,,,,10000,Manage User,To Do,28/Jun/24 3:19 PM
MU03 - Edit Profile - Address field cannot be blank,N1NJS1804-200,10539,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,28/Jun/24 3:15 PM,13/Jul/24 10:13 AM,19/Jul/24 9:41 PM,,,0,"Step 1: chọn vào trường “Địa chỉ“

Step 2: Bỏ trống

Step 3: Bấm lưu",,,,,,,,,,,,,,,,,,,,,,,,N1NJS1804-194,,,,,,,28/Jun/24 3:15 PM;712020:48b45bd8-7be5-4939-be5d-de0730b29b37;image-20240628-081456.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10082,,,,,,,Không hiển thị thông báo,,,,,,{},,N1NJS1804-1,Manage User,,,"Message: ""Địa chỉ không được để trống""",,,,,0|i000ym:r,,,,,Bussiness Flow,,,,,,,a64eec8d-d097-4e16-b922-2bcf99c42580,N1NJS1804,Unit,"Step 1: chọn vào trường ""Tên""

Step 2: Bỏ trống

Step 3: Bấm lưu",Fail,,,,,10000,Manage User,To Do,28/Jun/24 3:15 PM
MU02 - Edit Profile - Name field cannot be blank,N1NJS1804-198,10537,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,28/Jun/24 3:08 PM,13/Jul/24 10:13 AM,19/Jul/24 9:41 PM,,,0,"Step 1: chọn vào trường “Tên“

Step 2: Bỏ trống 

Step 3: Bấm lưu",,,,,,,,,,,,,,,,,,,,,,,,N1NJS1804-194,,,,,,,28/Jun/24 3:08 PM;712020:48b45bd8-7be5-4939-be5d-de0730b29b37;image-20240628-080826.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10080,,,,,,,"Message: ""Tên không được để trống""",,,,,,{},,N1NJS1804-1,Manage User,,,"Message: ""Tên không được để trống""",,,,,0|i000ym:i,,,,,Bussiness Flow,,,,,,,a64eec8d-d097-4e16-b922-2bcf99c42580,N1NJS1804,Unit,"Step 1: chọn vào trường ""Tên""

Step 2: Bỏ trống 

Step 3: Bấm lưu",Pass,,,,,10000,Manage User,To Do,28/Jun/24 3:08 PM
MU01 - Edit Profile - Email field cannot be blank,N1NJS1804-196,10535,Bug,Open,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,28/Jun/24 3:06 PM,13/Jul/24 10:13 AM,19/Jul/24 9:41 PM,,,0,"Step 1: chọn vào trường Email

Step 2: Bỏ trống 

Step 3: Bấm lưu",,,,,,,,,,,,,,,,,,,,,,,,N1NJS1804-194,,,,,,,28/Jun/24 3:06 PM;712020:48b45bd8-7be5-4939-be5d-de0730b29b37;image-20240628-080558.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10079,,,,,,,Không thể chọn vào trường Email,,,,,,{},,N1NJS1804-1,Manage User,,,"Message: ""Email không được để trống""",,,,,0|i000ym:,,,,,Bussiness Flow,,,,,,,a64eec8d-d097-4e16-b922-2bcf99c42580,N1NJS1804,Unit,"Step 1: chọn vào trường Email

Step 2: Bỏ trống 

Step 3: Bấm lưu",Skip,,,,,10000,Manage User,To Do,28/Jun/24 3:06 PM
UC05 - FE - Edit Profile,N1NJS1804-194,10533,Story,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,28/Jun/24 2:55 PM,13/Jul/24 10:08 AM,13/Jul/24 10:29 AM,,,0,Allows users to edit their profile details.,,,,,,,,,,,,N1NJS1804-196,N1NJS1804-198,N1NJS1804-200,N1NJS1804-201,N1NJS1804-203,N1NJS1804-204,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N1NJS1804-1,Manage User,,,,,,,,0|i000yj:,,,,,Bussiness Flow,,,,,,,a64eec8d-d097-4e16-b922-2bcf99c42580,N1NJS1804,,,,,,,,10000,Manage User,To Do,28/Jun/24 2:55 PM
MU20 - Verify Login - Login successfully,N1NJS1804-193,10532,Testcase,Done,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,Done,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,26/Jun/24 2:44 PM,16/Jul/24 11:46 PM,26/Jun/24 4:15 PM,16/Jul/24 11:46 PM,,0,Login successfully,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,,,,,,,,,,,,,,,,,,,,,N1NJS1804-106,,,,,,N1NJS1804-192,26/Jun/24 2:45 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;z5575675963021_3f29a1281d65f0113ccb89678d429dde.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10063,26/Jun/24 2:45 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;z5575687407730_6a11bc59313545a8a0e661d4a11793dd.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10064,26/Jun/24 2:45 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;z5575690812852_8aa01b83a079cb5699261947b7459b79.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10065,,,,,Move to home page and popup 'Đăng nhập thành công',,,,,,{},,N1NJS1804-1,Manage User,,,Move to home page,,,,,0|i000lr:,,,,,Set Up,,,,,,,,,Unit,"Step1: Fill correct information into login form
Step 2: Press enter",Pass,,,,10000_*:*_1_*:*_1760527616_*|*_10001_*:*_1_*:*_0,10000,Manage User,Done,16/Jul/24 11:46 PM
MU19 - Verify Register - Register successfully,N1NJS1804-192,10531,Testcase,Done,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,Done,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,26/Jun/24 2:36 PM,16/Jul/24 11:46 PM,26/Jun/24 4:17 PM,16/Jul/24 11:46 PM,,0,Register successfully,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,,,,,,,,,,,,,,,,,,,,,N1NJS1804-107,,,,N1NJS1804-193,,N1NJS1804-169,26/Jun/24 2:38 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;z5575694485577_8ad96f634303bae68431ef0b6ca3ae8e.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10060,26/Jun/24 2:43 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;z5575701153276_fc362bb911ad6b3f567226bd76f5494a.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10062,26/Jun/24 2:43 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;z5575726662090_aaf705aec86d4e9923738db01b511a05.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10061,,,,,Move to home page and popup 'Đăng ký thành công',,,,,,{},,N1NJS1804-1,Manage User,,,Move to home page,,,,,0|i000lj:,,,,,Set Up,,,,,,,,,Unit,"Step1: Fill information into register form
Step 2: Press enter",Pass,,,,10000_*:*_1_*:*_1760980756_*|*_10001_*:*_1_*:*_0,10000,Manage User,Done,16/Jul/24 11:46 PM
MR05 - Check create request - Check subject can't be blank,N1NJS1804-191,10530,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,26/Jun/24 11:36 AM,29/Jun/24 11:02 AM,09/Jul/24 1:05 PM,,,0,h1. Subject can't be blank,,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,,,,,,,,,,,,,,,,,,,,,N1NJS1804-119,,,,,,,26/Jun/24 11:56 AM;712020:3ecca1b3-f181-406d-8df5-a0905574eb74;image-20240626-045632.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10056,26/Jun/24 11:57 AM;712020:3ecca1b3-f181-406d-8df5-a0905574eb74;image-20240626-045743.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10059,,,,,,Môn học không hợp lệ,,,,,,{},,N1NJS1804-2,Manage Request,,,Message : 'Môn học không hợp lệ',,,,,0|i000ly:d,,,,,Set Up,,,,,,,,,Unit,"Step 1: Choose 'Subject' input field

Step 2: Select the subject ",Pass,,,,,10001,Manage Request,To Do,26/Jun/24 11:36 AM
UC28 - Change Password,N1NJS1804-188,10527,Story,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,26/Jun/24 11:19 AM,29/Jun/24 11:36 AM,19/Jul/24 9:41 PM,,,0,,,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,,,,,,,,,N1NJS1804-170,N1NJS1804-171,N1NJS1804-172,N1NJS1804-173,N1NJS1804-174,N1NJS1804-175,N1NJS1804-176,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i000kf:,,,,,Set Up,,,,,,,,,,,,,,,,,,To Do,26/Jun/24 11:19 AM
MR09 - Verify Title - Title can't be bank,N1NJS1804-187,10526,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,26/Jun/24 11:10 AM,29/Jun/24 10:13 AM,29/Jun/24 8:05 AM,,,0,"h2. 

Step 1: Choose 'title' input field 

Step 2: Press enter on keyboard",,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,,,,,,,,,,,,,,,,,,,,,N1NJS1804-119,,,,,,,26/Jun/24 11:09 AM;712020:3ecca1b3-f181-406d-8df5-a0905574eb74;image-20240626-040922.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10052,26/Jun/24 11:37 AM;712020:3ecca1b3-f181-406d-8df5-a0905574eb74;image-20240626-043702.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10053,,,,,,"Message: ""Tựa đề là bắt buộc""",,,,,,{},,N1NJS1804-2,Manage Request,,,"Message: ""Tựa đề là bắt buộc""",,,,,0|i000lv:,,,,,Set Up,,,,,,,a64eec8d-d097-4e16-b922-2bcf99c42580,N1NJS1804,Unit,"Step 1: Choose 'title' input field 

Step 2: Press enter on keyboard",Pass,,,,,10001,Manage Request,To Do,26/Jun/24 11:10 AM
